scenario_id,scenario_family,condition,scenario_stratum,repetition,latency_seconds,log_latency
EVAL-018,EVAL-KEV-C-03,qwen_fixed_team,recent_kev_61_90,2,57.647718858010194,4.0543506771205831
EVAL-019,EVAL-CVE-01,qwen_fixed_team,other_cve,2,67.563093817989284,4.2130618845262315
EVAL-020,EVAL-CVE-01,qwen_fixed_team,other_cve,2,82.851026782002009,4.4170441370607367
EVAL-021,EVAL-CVE-02,qwen_fixed_team,other_cve,2,80.597551131009823,4.3894682660610576
EVAL-022,EVAL-CVE-02,qwen_fixed_team,other_cve,2,29.169289415011008,3.3731164234530238
EVAL-023,EVAL-CVE-03,qwen_fixed_team,other_cve,2,30.495494372014946,3.4175789471931717
EVAL-024,EVAL-CVE-03,qwen_fixed_team,other_cve,2,35.305976841002121,3.5640522652161062
EVAL-025,EVAL-CVE-04,qwen_fixed_team,other_cve,2,58.921182480997231,4.0762006606564052
EVAL-026,EVAL-CVE-04,qwen_fixed_team,other_cve,2,45.258553353000025,3.8123916766587698
EVAL-027,EVAL-CVE-05,qwen_fixed_team,other_cve,2,53.528938855983142,3.980222420857098
EVAL-028,EVAL-CVE-05,qwen_fixed_team,other_cve,2,44.614475843991386,3.7980583768574907
EVAL-029,EVAL-MIS-01,qwen_fixed_team,synthetic_misconfiguration,2,32.16628199499246,3.4709187609004268
EVAL-030,EVAL-MIS-01,qwen_fixed_team,synthetic_misconfiguration,2,28.426337699995202,3.3473160992151274
EVAL-031,EVAL-MIS-02,qwen_fixed_team,synthetic_misconfiguration,2,29.279104229004588,3.376874095353426
EVAL-032,EVAL-MIS-02,qwen_fixed_team,synthetic_misconfiguration,2,30.136911759989744,3.4057507247764351
EVAL-033,EVAL-MIS-03,qwen_fixed_team,synthetic_misconfiguration,2,33.057075495009485,3.4982356279539863
EVAL-034,EVAL-MIS-03,qwen_fixed_team,synthetic_misconfiguration,2,30.039786162997189,3.4025227084617162
EVAL-035,EVAL-MIS-04,qwen_fixed_team,synthetic_misconfiguration,2,30.560899119998794,3.4197213853314459
EVAL-036,EVAL-MIS-04,qwen_fixed_team,synthetic_misconfiguration,2,30.299533869008883,3.4111323285358979
EVAL-037,EVAL-MIS-05,qwen_fixed_team,synthetic_misconfiguration,2,70.934657324003638,4.2617591339071916
EVAL-038,EVAL-MIS-05,qwen_fixed_team,synthetic_misconfiguration,2,29.597540860988374,3.3876912788580986
EVAL-039,EVAL-MIS-06,qwen_fixed_team,synthetic_misconfiguration,2,34.596873476992187,3.5437633160441506
EVAL-040,EVAL-MIS-06,qwen_fixed_team,synthetic_misconfiguration,2,32.162323083008232,3.470795676870098
EVAL-041,EVAL-CLN-01,qwen_fixed_team,clean_control,2,27.685079267997935,3.3208936134818821
EVAL-042,EVAL-CLN-01,qwen_fixed_team,clean_control,2,30.433050898995134,3.4155292184624266
EVAL-043,EVAL-CLN-02,qwen_fixed_team,clean_control,2,32.859447238006396,3.4922392907392843
EVAL-044,EVAL-CLN-02,qwen_fixed_team,clean_control,2,28.532629068999086,3.35104831201373
EVAL-045,EVAL-CLN-03,qwen_fixed_team,clean_control,2,30.923125078006706,3.4315042884052449
EVAL-046,EVAL-CLN-03,qwen_fixed_team,clean_control,2,28.294650025003648,3.3426727417250488
EVAL-047,EVAL-CLN-04,qwen_fixed_team,clean_control,2,27.600639133001096,3.3178389294477788
EVAL-048,EVAL-CLN-04,qwen_fixed_team,clean_control,2,30.794998521989328,3.4273522911438543
EVAL-049,EVAL-KEV-A-04,qwen_fixed_team,recent_kev_0_30,2,62.750031957999454,4.1391590873025912
EVAL-050,EVAL-KEV-A-04,qwen_fixed_team,recent_kev_0_30,2,66.085325702988484,4.1909467207440194
EVAL-051,EVAL-KEV-B-04,qwen_fixed_team,recent_kev_31_60,2,60.583148988000175,4.1040167849018276
EVAL-052,EVAL-KEV-B-04,qwen_fixed_team,recent_kev_31_60,2,61.69822997799929,4.1222552429471611
EVAL-053,EVAL-KEV-C-04,qwen_fixed_team,recent_kev_61_90,2,27.715121955996437,3.3219781832227735
EVAL-054,EVAL-KEV-C-04,qwen_fixed_team,recent_kev_61_90,2,32.662691131990869,3.4862334825553156
EVAL-055,EVAL-CVE-06,qwen_fixed_team,other_cve,2,32.316606754000532,3.4755812390941454
EVAL-056,EVAL-CVE-06,qwen_fixed_team,other_cve,2,77.820839861000422,4.3544092598523267
EVAL-057,EVAL-MIS-07,qwen_fixed_team,synthetic_misconfiguration,2,30.065471064001031,3.4033773725544196
EVAL-058,EVAL-MIS-07,qwen_fixed_team,synthetic_misconfiguration,2,30.279206052990048,3.4104612080468288
EVAL-059,EVAL-CLN-05,qwen_fixed_team,clean_control,2,29.185826844004623,3.3736832093835987
EVAL-060,EVAL-CLN-05,qwen_fixed_team,clean_control,2,27.833349455999269,3.3262349224459911
EVAL-001,EVAL-KEV-A-01,qwen_fixed_team,recent_kev_0_30,3,59.171827769008814,4.080445546341795
EVAL-002,EVAL-KEV-A-01,qwen_fixed_team,recent_kev_0_30,3,55.544431201007683,4.0171832626537292
EVAL-003,EVAL-KEV-A-02,qwen_fixed_team,recent_kev_0_30,3,59.68649804800225,4.0891058314697233
EVAL-004,EVAL-KEV-A-02,qwen_fixed_team,recent_kev_0_30,3,59.039046632999089,4.0781990323467836
EVAL-005,EVAL-KEV-A-03,qwen_fixed_team,recent_kev_0_30,3,78.110747263999656,4.3581276563924689
EVAL-006,EVAL-KEV-A-03,qwen_fixed_team,recent_kev_0_30,3,61.892675073002465,4.1254018378419435
EVAL-007,EVAL-KEV-B-01,qwen_fixed_team,recent_kev_31_60,3,68.028211672994075,4.2199224966822451
EVAL-008,EVAL-KEV-B-01,qwen_fixed_team,recent_kev_31_60,3,82.793775008009106,4.416352877502284
EVAL-009,EVAL-KEV-B-02,qwen_fixed_team,recent_kev_31_60,3,64.966207396006212,4.1738672484926527
EVAL-010,EVAL-KEV-B-02,qwen_fixed_team,recent_kev_31_60,3,69.351667059003375,4.2391901848137179
EVAL-011,EVAL-KEV-B-03,qwen_fixed_team,recent_kev_31_60,3,28.190302822004014,3.338978047246544
EVAL-012,EVAL-KEV-B-03,qwen_fixed_team,recent_kev_31_60,3,28.948020599003939,3.3655018285900566
EVAL-013,EVAL-KEV-C-01,qwen_fixed_team,recent_kev_61_90,3,58.14466756699403,4.0629341734183875
EVAL-014,EVAL-KEV-C-01,qwen_fixed_team,recent_kev_61_90,3,54.757769466996251,4.0029192667016034
EVAL-015,EVAL-KEV-C-02,qwen_fixed_team,recent_kev_61_90,3,56.259663344004366,4.0299778191121387
EVAL-016,EVAL-KEV-C-02,qwen_fixed_team,recent_kev_61_90,3,53.052730429997609,3.9712863327269816
EVAL-017,EVAL-KEV-C-03,qwen_fixed_team,recent_kev_61_90,3,57.777736041993194,4.0566035118888752
EVAL-018,EVAL-KEV-C-03,qwen_fixed_team,recent_kev_61_90,3,57.935156376996019,4.05932439162543
EVAL-019,EVAL-CVE-01,qwen_fixed_team,other_cve,3,67.372403488006967,4.2102354902751458
EVAL-020,EVAL-CVE-01,qwen_fixed_team,other_cve,3,78.682485192010063,4.3654205790923148
EVAL-021,EVAL-CVE-02,qwen_fixed_team,other_cve,3,78.678351790003944,4.365368045030011
EVAL-022,EVAL-CVE-02,qwen_fixed_team,other_cve,3,28.655255457997555,3.3553368629176377
EVAL-023,EVAL-CVE-03,qwen_fixed_team,other_cve,3,27.857149216994003,3.3270896378107562
EVAL-024,EVAL-CVE-03,qwen_fixed_team,other_cve,3,27.531781994992343,3.3153410462638973
EVAL-025,EVAL-CVE-04,qwen_fixed_team,other_cve,3,55.149008487991523,4.0100387670789948
EVAL-026,EVAL-CVE-04,qwen_fixed_team,other_cve,3,44.296222093005781,3.7908993933469488
EVAL-027,EVAL-CVE-05,qwen_fixed_team,other_cve,3,53.516767796005297,3.9799950215449544
EVAL-028,EVAL-CVE-05,qwen_fixed_team,other_cve,3,43.778961728996364,3.7791533761669998
EVAL-029,EVAL-MIS-01,qwen_fixed_team,synthetic_misconfiguration,3,27.18694652398699,3.3027369509032716
EVAL-030,EVAL-MIS-01,qwen_fixed_team,synthetic_misconfiguration,3,28.972254118009005,3.3663386174532839
EVAL-031,EVAL-MIS-02,qwen_fixed_team,synthetic_misconfiguration,3,27.464640293001139,3.3128993697855029
EVAL-032,EVAL-MIS-02,qwen_fixed_team,synthetic_misconfiguration,3,28.267570657000761,3.3417152344084942
EVAL-033,EVAL-MIS-03,qwen_fixed_team,synthetic_misconfiguration,3,30.225265234003018,3.4086781717808985
EVAL-034,EVAL-MIS-03,qwen_fixed_team,synthetic_misconfiguration,3,27.308576427989465,3.307200807726014
EVAL-035,EVAL-MIS-04,qwen_fixed_team,synthetic_misconfiguration,3,28.440240976997302,3.3478050780706377
EVAL-036,EVAL-MIS-04,qwen_fixed_team,synthetic_misconfiguration,3,28.844875753005908,3.3619323602981512
EVAL-037,EVAL-MIS-05,qwen_fixed_team,synthetic_misconfiguration,3,62.667681203005486,4.1378458634404547
EVAL-038,EVAL-MIS-05,qwen_fixed_team,synthetic_misconfiguration,3,28.532173201994738,3.3510323348443993
